Geneid,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000226824,43,39,34,31,22,68,16,14
ENSG00000226825,0,0,1,0,0,0,0,0
ENSG00000226827,0,0,0,0,0,0,0,0
ENSG00000226828,0,0,0,0,0,1,0,0
ENSG00000226829,0,0,0,0,0,0,0,0
ENSG00000226831,0,0,0,0,0,0,0,0
ENSG00000226833,24,29,36,17,18,15,18,21
ENSG00000226835,6,7,10,7,3,8,11,27
ENSG00000226836,0,0,0,0,0,0,0,0
ENSG00000226837,0,0,0,0,0,0,0,0
ENSG00000226838,0,0,0,0,0,0,0,0
ENSG00000226839,0,0,0,0,0,0,0,0
ENSG00000226840,0,0,0,0,0,0,0,0
ENSG00000226842,0,0,2,0,3,1,0,0
ENSG00000226843,0,0,0,0,0,0,0,0
ENSG00000226845,0,0,0,0,0,0,0,0
ENSG00000226846,0,0,0,0,0,0,0,0
ENSG00000226847,0,0,0,0,0,0,0,0
ENSG00000226849,2,1,2,1,2,7,1,3
ENSG00000226851,4,6,5,4,12,11,3,6
ENSG00000226853,4,2,7,3,6,11,8,2
ENSG00000226854,0,0,0,0,0,0,0,0
ENSG00000226855,2,1,0,1,0,3,0,3
ENSG00000226856,2,1,16,6,0,0,1,0
ENSG00000226857,0,0,0,0,0,0,0,0
ENSG00000226859,1,0,3,0,1,0,0,0
ENSG00000226860,0,0,0,0,0,0,0,0
ENSG00000226861,0,0,0,0,0,0,0,0
ENSG00000226862,0,0,1,0,1,2,0,2
ENSG00000226863,0,1,0,0,0,0,0,0
ENSG00000226864,0,1,0,0,0,0,0,0
ENSG00000226867,0,0,0,0,0,0,0,0
ENSG00000226868,0,0,0,0,0,0,0,0
ENSG00000226869,0,0,0,0,0,0,0,0
ENSG00000226870,0,0,0,0,0,0,0,0
ENSG00000226871,0,0,0,0,0,0,0,0
ENSG00000226872,0,0,1,0,2,0,0,0
ENSG00000226873,0,0,0,0,0,0,0,0
ENSG00000226874,1,1,2,1,5,3,2,3
ENSG00000226875,0,0,0,0,0,0,0,0
ENSG00000226876,0,0,1,0,0,1,0,0
ENSG00000226877,0,0,0,0,0,0,0,0
ENSG00000226878,0,0,0,0,0,0,0,0
ENSG00000226881,0,0,0,0,0,0,0,0
ENSG00000226883,0,0,1,0,2,0,0,0
ENSG00000226884,0,0,0,0,0,0,0,0
ENSG00000226885,0,0,0,0,0,0,0,0
ENSG00000226886,0,0,0,0,0,0,0,0
ENSG00000226887,1,4,4,7,1,17,0,4
ENSG00000226888,0,0,0,0,0,0,0,0
ENSG00000226889,1,2,1,1,4,3,1,3
ENSG00000226890,0,0,0,0,0,1,0,0
ENSG00000226891,5,9,8,5,4,4,9,4
ENSG00000226899,0,1,0,0,0,0,0,0
ENSG00000226900,3,6,3,11,1,2,2,11
ENSG00000226902,0,0,0,0,0,0,0,0
ENSG00000226903,0,0,0,0,0,0,0,0
ENSG00000226904,0,0,0,0,0,0,0,0
ENSG00000226905,0,0,0,0,0,0,0,0
ENSG00000226906,0,0,0,0,0,0,0,0
ENSG00000226908,0,0,0,0,0,0,1,0
ENSG00000226912,0,0,0,0,0,1,0,0
ENSG00000226913,2,1,0,0,1,0,0,0
ENSG00000226915,0,0,0,0,0,0,0,0
ENSG00000226917,0,0,0,0,0,0,0,0
ENSG00000226918,0,0,0,0,0,0,0,0
ENSG00000226919,0,0,0,0,0,1,0,0
ENSG00000226920,0,0,0,0,0,0,0,0
ENSG00000226921,0,0,0,0,0,0,0,0
ENSG00000226925,1,1,0,1,1,0,2,0
ENSG00000226926,0,1,0,0,0,0,0,0
ENSG00000226927,0,0,0,0,0,0,0,0
ENSG00000226928,0,0,0,0,0,1,0,0
ENSG00000226929,0,0,0,0,0,0,0,0
ENSG00000226930,0,0,0,0,0,0,0,0
ENSG00000226933,0,2,1,0,1,1,1,0
ENSG00000226935,1,3,1,1,3,3,3,2
ENSG00000226937,0,0,0,0,0,0,0,0
ENSG00000226938,0,0,0,0,0,0,0,0
ENSG00000226939,0,0,0,0,0,0,0,0
ENSG00000226941,0,0,0,0,0,0,0,0
ENSG00000226942,0,0,2,0,1,1,0,0
ENSG00000226943,0,0,0,0,0,0,0,0
ENSG00000226944,2,3,3,3,6,2,5,6
ENSG00000226945,1,1,0,1,0,0,0,0
ENSG00000226946,0,0,0,0,0,0,0,0
ENSG00000226947,1,0,0,0,0,0,0,0
ENSG00000226948,0,0,0,0,0,0,0,0
ENSG00000226949,0,0,0,0,0,0,0,0
ENSG00000226950,103,291,164,196,162,312,123,267
ENSG00000226952,0,0,0,0,0,0,1,0
ENSG00000226953,0,0,1,0,1,1,2,0
ENSG00000226954,0,0,0,0,0,0,0,0
ENSG00000226955,0,0,0,0,0,0,0,0
ENSG00000226956,0,0,0,0,0,0,0,0
ENSG00000226957,0,1,0,0,0,0,0,0
ENSG00000226960,0,0,0,0,0,0,0,0
ENSG00000226961,1,0,0,0,0,0,0,0
ENSG00000226962,0,0,0,0,0,0,0,0
ENSG00000226963,0,0,0,0,0,0,0,0
ENSG00000226964,57,105,86,91,79,160,92,123
ENSG00000226965,6,4,5,1,12,8,4,0
ENSG00000226967,0,0,0,0,0,0,0,1
ENSG00000226968,0,0,1,0,0,0,0,0
ENSG00000226969,0,0,0,0,0,0,0,0
ENSG00000226970,1,0,0,1,0,0,0,1
ENSG00000226971,2,2,2,1,1,4,2,3
ENSG00000226972,0,0,0,0,0,0,0,0
ENSG00000226973,0,0,0,0,0,0,0,0
ENSG00000226976,44,52,65,31,77,92,54,50
ENSG00000226977,0,0,0,0,2,0,1,2
ENSG00000226978,0,0,0,0,0,0,0,0
ENSG00000226979,0,0,0,0,0,0,0,0
ENSG00000226981,26,1,3,2,0,5,0,1
ENSG00000226982,4,5,6,1,4,5,4,5
ENSG00000226983,0,0,0,0,0,0,0,0
ENSG00000226984,0,0,0,0,0,0,0,0
ENSG00000226985,0,1,2,2,3,1,2,1
ENSG00000226986,17,21,12,8,11,17,4,6
ENSG00000226987,0,0,0,0,0,0,0,0
ENSG00000226989,0,0,0,0,0,0,0,0
ENSG00000226990,0,0,0,0,0,0,0,0
ENSG00000226991,0,0,0,0,0,0,0,0
ENSG00000226992,11,12,21,9,31,28,10,9
ENSG00000226994,0,0,0,0,0,0,0,0
ENSG00000226995,0,0,0,0,0,0,0,0
ENSG00000226996,0,0,0,0,0,0,0,0
ENSG00000226998,0,0,0,0,0,0,0,0
ENSG00000226999,0,0,0,0,0,0,0,0
ENSG00000227000,0,0,0,0,0,0,0,1
ENSG00000227001,17,33,58,11,78,148,42,56
ENSG00000227002,0,0,0,0,0,0,0,0
ENSG00000227004,0,0,0,0,0,0,0,0
ENSG00000227006,6,5,4,5,9,9,10,2
ENSG00000227007,0,0,0,0,0,0,0,0
ENSG00000227008,27,26,17,6,24,32,7,7
ENSG00000227009,0,0,0,0,0,0,0,0
ENSG00000227011,0,0,0,0,0,0,0,0
ENSG00000227012,0,0,0,0,0,0,0,0
ENSG00000227013,0,0,0,0,0,0,0,0
ENSG00000227014,2,9,8,5,4,28,4,19
ENSG00000227015,0,0,0,0,0,0,0,0
ENSG00000227016,0,0,0,0,0,0,0,0
ENSG00000227017,0,0,2,0,2,2,0,1
ENSG00000227018,2,1,3,0,6,5,2,3
ENSG00000227019,0,0,1,0,0,0,0,0
ENSG00000227023,0,0,0,0,0,0,0,0
ENSG00000227028,15,13,52,16,30,18,16,17
ENSG00000227029,0,0,0,0,0,0,0,0
ENSG00000227032,0,0,0,0,0,0,0,0
ENSG00000227033,0,0,0,0,0,0,0,0
ENSG00000227034,0,0,0,0,0,1,0,0
ENSG00000227035,0,0,0,0,0,0,0,0
ENSG00000227036,36,30,27,29,25,35,25,44
ENSG00000227038,0,0,0,0,0,0,0,0
ENSG00000227039,0,1,1,0,0,0,0,0
ENSG00000227040,2,0,3,4,0,2,1,1
ENSG00000227042,0,0,0,0,0,0,0,0
ENSG00000227043,0,0,0,0,0,0,0,0
ENSG00000227045,0,0,0,0,0,0,0,0
ENSG00000227047,0,0,0,0,0,0,0,0
ENSG00000227048,0,0,0,0,0,0,0,0
ENSG00000227050,0,0,0,0,0,0,0,0
ENSG00000227051,6213,2562,7083,1795,6874,3337,6365,3096
ENSG00000227053,6,8,12,7,6,6,3,6
ENSG00000227054,0,0,0,0,0,0,0,0
ENSG00000227055,0,0,0,0,0,0,0,0
ENSG00000227056,0,0,0,1,1,1,2,0
ENSG00000227057,0,0,0,0,0,0,0,0
ENSG00000227058,0,0,0,0,0,0,0,0
ENSG00000227059,0,0,0,0,0,0,0,0
ENSG00000227060,7,2,13,5,11,4,6,1
ENSG00000227061,0,0,1,0,0,0,0,0
ENSG00000227062,0,0,0,0,0,0,0,0
ENSG00000227063,3,5,12,7,28,27,7,7
ENSG00000227064,0,0,0,0,0,0,0,0
ENSG00000227066,0,0,0,0,0,0,0,0
ENSG00000227067,0,0,0,0,0,0,0,0
ENSG00000227068,0,1,0,0,0,0,0,0
ENSG00000227069,0,0,0,0,0,0,0,0
ENSG00000227070,0,1,1,0,0,0,0,1
ENSG00000227071,0,0,1,3,0,2,0,0
ENSG00000227072,0,0,0,0,0,0,0,0
ENSG00000227073,9,12,46,13,39,52,22,17
ENSG00000227075,0,0,0,0,0,0,0,0
ENSG00000227076,0,0,1,0,2,1,1,2
ENSG00000227077,10,9,11,4,17,19,17,22
ENSG00000227078,1,1,0,0,0,0,0,0
ENSG00000227080,1,0,0,1,0,0,0,2
ENSG00000227081,912,823,1964,653,2076,1839,1094,1035
ENSG00000227082,10,2,14,0,2,5,1,1
ENSG00000227083,0,0,1,0,1,0,1,0
ENSG00000227087,1,0,2,0,0,0,1,3
ENSG00000227088,0,0,0,0,0,0,0,0
ENSG00000227089,0,0,0,0,0,0,0,0
ENSG00000227090,0,0,0,0,0,0,0,0
ENSG00000227091,0,0,0,0,0,0,0,0
ENSG00000227094,0,0,0,0,0,0,0,0
ENSG00000227096,0,0,0,0,1,0,0,0
ENSG00000227097,978,833,1088,436,1026,1180,343,330
ENSG00000227098,0,0,0,0,0,0,0,0
ENSG00000227101,0,1,0,1,0,0,1,0
ENSG00000227102,0,0,0,0,0,0,0,0
ENSG00000227104,0,0,0,0,0,0,0,0
ENSG00000227105,1,1,1,0,0,0,1,0
ENSG00000227107,0,1,5,2,4,11,3,0
ENSG00000227108,0,0,0,0,0,0,0,0
ENSG00000227109,0,0,0,0,0,0,0,0
ENSG00000227110,8,6,17,8,11,9,12,5
ENSG00000227113,0,2,3,0,0,1,2,0
ENSG00000227115,0,0,0,0,0,0,0,0
ENSG00000227117,2,1,2,1,0,1,2,0
ENSG00000227118,2,2,2,1,0,0,2,2
ENSG00000227120,0,0,0,0,0,0,0,0
ENSG00000227121,0,0,0,0,0,0,0,0
ENSG00000227123,0,1,1,0,1,1,2,1
ENSG00000227124,105,70,92,57,95,153,80,98
ENSG00000227125,0,0,0,0,0,0,0,0
ENSG00000227128,0,0,0,0,0,0,0,0
ENSG00000227131,0,0,0,0,0,0,0,0
ENSG00000227133,0,0,0,0,0,0,0,0
ENSG00000227134,0,0,0,0,0,0,0,0
ENSG00000227138,0,0,0,0,0,0,0,0
ENSG00000227139,0,0,0,0,0,0,0,0
ENSG00000227140,0,0,0,0,0,0,0,0
ENSG00000227141,0,8,1,5,0,3,1,7
ENSG00000227143,0,0,0,0,0,0,0,0
ENSG00000227145,0,1,2,1,7,1,3,3
ENSG00000227148,0,0,0,0,0,0,0,0
ENSG00000227149,0,0,0,0,0,0,0,0
ENSG00000227150,0,0,0,0,0,0,0,0
ENSG00000227151,0,0,0,0,0,0,0,0
ENSG00000227152,0,0,0,0,0,0,0,0
ENSG00000227154,0,0,0,0,0,0,0,0
ENSG00000227155,0,0,0,0,0,0,1,0
ENSG00000227157,0,0,0,0,0,0,0,0
ENSG00000227158,0,0,0,1,0,0,0,1
ENSG00000227159,0,0,0,0,0,0,0,0
ENSG00000227160,0,0,0,0,0,0,0,0
ENSG00000227161,0,0,0,0,0,0,0,0
ENSG00000227163,0,0,0,0,0,1,0,0
ENSG00000227165,0,2,1,1,1,2,1,1
ENSG00000227166,0,0,0,1,0,0,0,0
ENSG00000227167,0,0,0,0,0,0,0,0
ENSG00000227169,0,0,0,0,0,0,0,0
ENSG00000227170,0,0,0,0,0,0,0,0
ENSG00000227172,0,0,1,0,0,0,0,0
ENSG00000227173,0,0,0,0,0,0,0,1
ENSG00000227175,0,0,1,0,0,1,0,0
ENSG00000227176,2,1,1,0,1,2,1,0
ENSG00000227177,0,0,0,0,0,0,0,0
ENSG00000227179,0,0,0,0,0,0,0,0
ENSG00000227180,0,0,0,0,0,0,0,0
ENSG00000227181,0,0,0,0,0,0,0,0
ENSG00000227182,0,0,0,0,0,0,0,0
ENSG00000227183,0,0,0,0,7,7,7,5
ENSG00000227186,0,0,0,0,0,0,0,0
ENSG00000227187,0,0,0,0,0,0,0,0
ENSG00000227188,0,0,0,0,0,0,0,0
ENSG00000227189,0,0,0,0,7,1,1,0
ENSG00000227191,0,0,0,0,0,0,0,0
ENSG00000227192,8,1,8,0,8,5,5,3
ENSG00000227193,1,0,1,1,4,1,1,1
ENSG00000227195,0,0,0,0,3,1,0,0
ENSG00000227196,0,0,0,0,0,0,0,0
ENSG00000227197,0,0,0,0,0,0,0,0
ENSG00000227198,0,0,0,0,0,0,0,0
ENSG00000227199,6,9,11,8,14,10,11,18
ENSG00000227200,1,0,2,0,3,0,1,0
ENSG00000227201,0,0,1,1,0,0,0,0
ENSG00000227203,4,2,6,3,4,7,5,7
ENSG00000227204,0,0,0,0,0,0,0,0
ENSG00000227205,0,0,0,0,0,0,0,0
ENSG00000227206,0,0,0,0,0,0,0,0
ENSG00000227207,0,1,1,1,0,1,1,2
ENSG00000227209,0,0,0,0,0,0,0,0
ENSG00000227210,8,5,13,4,10,14,9,11
ENSG00000227211,0,0,0,0,0,0,0,0
ENSG00000227212,17,12,27,9,24,23,16,17
ENSG00000227213,0,0,0,0,0,0,0,0
ENSG00000227214,0,0,0,0,0,0,0,0
ENSG00000227215,0,0,0,0,1,1,1,0
ENSG00000227217,0,0,0,0,0,0,0,0
ENSG00000227218,3,6,3,1,5,1,5,3
ENSG00000227224,0,0,0,0,0,0,0,0
ENSG00000227225,0,0,0,0,0,0,0,0
ENSG00000227227,0,0,0,1,2,1,0,0
ENSG00000227230,0,0,0,0,0,0,0,0
ENSG00000227232,18,9,30,19,20,18,17,18
ENSG00000227233,0,0,0,0,0,1,0,0
ENSG00000227234,0,1,0,0,0,0,0,0
ENSG00000227236,0,0,0,0,0,0,0,0
ENSG00000227237,0,0,0,0,0,0,0,0
ENSG00000227238,0,0,0,0,1,0,1,0
ENSG00000227240,0,0,0,0,0,0,0,0
ENSG00000227241,0,0,0,0,0,0,0,0
ENSG00000227242,1,0,0,1,0,0,0,0
ENSG00000227243,0,0,0,0,0,0,0,0
ENSG00000227244,0,0,0,0,1,0,0,0
ENSG00000227245,0,0,0,0,0,0,0,0
ENSG00000227247,0,0,0,0,0,0,0,0
ENSG00000227248,0,0,0,0,1,0,0,0
ENSG00000227249,0,0,0,0,0,0,0,0
ENSG00000227251,0,0,0,0,0,0,0,0
ENSG00000227252,70,51,77,34,67,58,71,57
ENSG00000227253,2,1,1,0,2,1,0,2
ENSG00000227254,0,0,0,0,0,0,0,0
ENSG00000227255,0,0,0,0,0,0,0,0
ENSG00000227256,2,1,2,1,1,1,1,0
ENSG00000227257,0,0,0,0,0,0,0,0
ENSG00000227258,0,3,1,4,1,1,1,0
ENSG00000227259,0,0,0,0,0,0,0,0
ENSG00000227260,0,0,0,1,0,1,0,0
ENSG00000227261,0,0,0,0,0,0,0,0
ENSG00000227262,0,0,1,0,0,0,1,0
ENSG00000227264,0,0,0,0,0,0,0,0
ENSG00000227265,0,0,0,0,0,0,0,0
ENSG00000227267,0,0,0,0,0,0,0,0
ENSG00000227268,35,4,33,6,29,19,26,10
ENSG00000227269,0,0,0,0,0,0,0,0
ENSG00000227270,0,0,0,0,0,0,0,0
ENSG00000227271,0,0,0,0,0,0,0,0
ENSG00000227274,0,0,0,0,0,0,0,0
ENSG00000227275,0,0,0,0,0,0,0,0
ENSG00000227278,0,0,0,0,0,0,0,1
ENSG00000227279,0,0,0,1,0,0,0,0
ENSG00000227282,0,0,0,0,0,0,0,0
ENSG00000227283,0,0,0,0,0,0,0,0
ENSG00000227284,0,0,0,0,0,0,0,0
ENSG00000227288,1,2,6,2,6,10,0,3
ENSG00000227289,1,0,1,3,2,0,0,0
ENSG00000227290,0,0,0,0,0,0,0,0
ENSG00000227291,0,0,0,0,0,0,0,0
ENSG00000227292,0,0,0,1,1,0,1,0
ENSG00000227293,0,0,0,0,0,0,0,0
ENSG00000227294,0,0,0,0,0,0,0,0
ENSG00000227295,77,65,87,34,117,172,63,80
ENSG00000227297,0,0,0,0,0,0,0,0
ENSG00000227298,0,0,0,0,0,0,0,0
ENSG00000227300,0,0,0,0,0,0,0,0
ENSG00000227301,0,0,0,0,0,1,0,0
ENSG00000227302,0,0,0,0,0,0,0,0
ENSG00000227303,0,0,0,0,0,0,0,0
ENSG00000227304,0,0,0,0,0,0,0,0
ENSG00000227305,0,0,0,0,0,0,0,0
ENSG00000227306,0,0,0,0,0,0,0,0
ENSG00000227307,0,0,0,0,0,0,0,0
ENSG00000227308,0,0,0,0,0,0,0,0
ENSG00000227309,0,0,0,0,0,1,0,2
ENSG00000227311,0,0,1,0,3,1,2,0
ENSG00000227312,0,0,0,0,0,0,0,0
ENSG00000227313,0,0,0,0,0,0,0,0
ENSG00000227321,0,0,0,0,0,0,0,1
ENSG00000227329,11,8,6,3,10,11,3,5
ENSG00000227330,0,0,0,0,0,0,0,0
ENSG00000227331,0,0,0,0,1,0,1,0
ENSG00000227335,0,0,0,0,0,0,0,0
ENSG00000227336,0,0,0,0,0,0,0,0
ENSG00000227337,0,0,0,1,0,1,0,0
ENSG00000227338,0,0,0,0,0,0,0,0
ENSG00000227339,1,2,0,0,2,0,1,0
ENSG00000227342,0,0,0,0,0,0,0,0
ENSG00000227343,0,0,0,0,0,0,0,0
ENSG00000227344,5,12,18,9,10,15,14,4
ENSG00000227345,483,380,511,286,483,598,334,422
ENSG00000227347,14,10,9,11,16,17,11,6
ENSG00000227348,0,0,0,0,0,0,0,0
ENSG00000227349,0,0,1,0,0,0,0,0
ENSG00000227350,0,0,0,0,0,0,0,0
ENSG00000227351,0,0,0,0,0,0,0,0
ENSG00000227352,0,0,0,1,0,0,0,0
ENSG00000227353,0,0,0,0,0,0,0,0
ENSG00000227354,50,38,56,28,116,121,56,21
ENSG00000227355,2,3,6,1,3,0,0,0
ENSG00000227356,0,0,0,0,0,0,0,0
ENSG00000227358,0,1,0,0,0,0,0,0
ENSG00000227359,3,3,4,2,7,11,4,3
ENSG00000227360,0,0,0,0,0,0,0,0
ENSG00000227361,0,0,0,0,0,0,0,0
ENSG00000227364,0,0,0,0,0,0,0,0
ENSG00000227365,0,0,0,0,0,0,0,0
ENSG00000227367,0,1,0,0,0,0,0,0
ENSG00000227368,0,0,0,0,0,0,0,0
ENSG00000227370,0,0,0,0,0,0,0,0
ENSG00000227371,0,0,0,0,0,0,0,0
ENSG00000227372,0,0,0,0,0,0,0,0
ENSG00000227373,1,2,1,0,0,2,0,1
ENSG00000227374,0,0,0,0,0,0,0,0
ENSG00000227375,0,0,0,0,0,1,0,0
ENSG00000227376,256,352,784,603,828,328,542,655
ENSG00000227379,0,0,2,0,0,1,0,0
ENSG00000227382,0,0,0,0,1,2,2,0
ENSG00000227383,0,0,0,0,0,0,0,0
ENSG00000227386,0,0,0,0,0,0,0,0
ENSG00000227388,0,0,1,0,2,0,1,0
ENSG00000227391,0,0,0,0,0,0,0,0
ENSG00000227392,0,0,0,0,0,0,2,0
ENSG00000227393,0,0,0,0,0,0,0,0
ENSG00000227394,0,0,1,0,0,0,0,0
ENSG00000227395,0,0,0,0,0,1,0,0
ENSG00000227397,0,0,0,0,0,0,0,0
ENSG00000227398,87,59,76,30,125,86,61,51
ENSG00000227399,0,0,0,0,2,0,0,1
ENSG00000227400,0,0,0,0,0,0,0,0
ENSG00000227401,0,0,1,0,2,1,2,0
ENSG00000227403,0,0,0,0,0,0,0,0
ENSG00000227404,0,0,0,0,0,0,0,0
ENSG00000227406,0,0,0,0,0,0,0,0
ENSG00000227407,0,0,0,0,0,0,0,0
ENSG00000227408,0,0,0,0,0,0,0,0
ENSG00000227409,1,0,1,0,0,0,0,0
ENSG00000227411,0,0,0,0,0,0,0,0
ENSG00000227412,0,0,0,0,0,0,0,0
ENSG00000227413,1,2,0,1,1,4,0,1
ENSG00000227416,0,0,0,0,0,0,0,0
ENSG00000227417,1,0,0,0,0,0,0,0
ENSG00000227418,0,0,0,0,0,0,0,0
ENSG00000227421,0,0,0,0,1,3,0,1
ENSG00000227423,0,0,0,0,0,0,0,0
ENSG00000227425,0,0,0,0,0,0,0,0
ENSG00000227426,0,0,0,0,0,0,0,0
ENSG00000227427,0,0,0,0,0,0,0,0
ENSG00000227430,0,0,0,0,0,0,0,0
ENSG00000227431,1,0,1,0,0,0,1,0
ENSG00000227432,0,0,2,0,0,0,1,0
ENSG00000227433,0,0,0,0,1,0,0,0
ENSG00000227434,0,0,0,0,0,0,0,0
ENSG00000227436,1,4,3,0,0,1,0,0
ENSG00000227437,0,0,0,0,1,0,0,0
ENSG00000227438,12,10,25,2,16,25,14,15
ENSG00000227439,0,0,0,0,0,0,0,0
ENSG00000227440,0,1,0,0,2,1,2,0
ENSG00000227443,0,0,0,0,0,0,0,0
ENSG00000227444,0,0,0,0,0,0,0,0
ENSG00000227445,0,0,0,0,0,0,0,0
ENSG00000227447,2,1,0,1,0,1,0,0
ENSG00000227449,0,0,0,0,0,0,0,0
ENSG00000227453,0,0,0,0,0,0,0,0
ENSG00000227454,0,0,0,0,0,0,0,0
ENSG00000227455,0,0,0,0,0,0,0,0
ENSG00000227456,4,0,5,1,5,2,4,4
ENSG00000227459,0,0,0,0,0,0,0,0
ENSG00000227462,1,0,0,0,1,0,0,0
ENSG00000227463,0,0,0,0,0,0,0,0
ENSG00000227465,0,0,0,0,0,0,0,0
ENSG00000227466,0,0,0,0,1,0,0,0
ENSG00000227467,0,1,1,0,0,0,0,0
ENSG00000227470,0,0,1,0,0,0,0,2
ENSG00000227471,2,0,2,0,6,0,5,0
ENSG00000227473,25,29,36,20,28,48,26,36
ENSG00000227474,0,0,0,0,0,1,0,0
ENSG00000227475,0,0,0,0,0,0,0,0
ENSG00000227477,3,0,4,3,4,5,2,5
ENSG00000227479,0,0,0,0,0,0,0,0
ENSG00000227480,0,0,0,0,0,1,0,0
ENSG00000227481,0,0,0,1,0,0,1,0
ENSG00000227482,7,3,10,15,8,28,18,16
ENSG00000227484,0,0,0,0,0,0,0,0
ENSG00000227485,0,0,0,0,0,0,0,0
ENSG00000227486,12,14,11,20,20,28,11,8
ENSG00000227487,0,0,0,0,0,0,0,0
ENSG00000227488,0,0,0,0,0,0,0,0
ENSG00000227489,0,0,0,0,0,0,0,0
ENSG00000227491,0,0,0,0,0,0,0,0
ENSG00000227492,3,5,2,2,3,2,2,4
ENSG00000227493,0,0,0,0,0,0,0,0
ENSG00000227494,0,0,0,0,0,0,0,0
ENSG00000227495,2,5,7,2,4,3,4,2
ENSG00000227496,18,31,14,14,25,55,11,15
ENSG00000227497,0,0,0,0,0,0,0,0
ENSG00000227498,0,0,0,0,0,0,0,0
ENSG00000227499,0,0,0,0,0,0,0,0
ENSG00000227500,1291,1084,1363,762,1422,1838,1024,998
ENSG00000227502,1,2,1,0,4,0,2,0
ENSG00000227505,1,2,0,0,0,0,0,2
ENSG00000227507,0,0,0,0,0,0,0,0
ENSG00000227508,0,0,0,0,0,0,0,0
ENSG00000227509,0,0,0,0,0,0,0,0
ENSG00000227510,0,0,0,0,0,0,0,0
ENSG00000227511,0,0,0,0,0,0,0,0
ENSG00000227512,0,1,0,0,1,1,1,0
ENSG00000227513,0,0,0,0,0,0,0,1
ENSG00000227514,0,0,0,0,0,0,0,0
ENSG00000227515,0,0,0,0,0,0,0,0
ENSG00000227516,0,0,0,0,0,0,1,0
ENSG00000227517,5,2,11,1,11,2,6,4
ENSG00000227518,1,0,2,3,2,1,3,2
ENSG00000227519,0,0,0,0,0,0,0,0
ENSG00000227521,0,0,0,0,0,0,0,0
ENSG00000227523,0,0,0,0,0,0,0,0
ENSG00000227525,3,2,3,0,0,1,2,0
ENSG00000227527,2,1,1,1,1,2,0,2
ENSG00000227528,0,0,0,0,0,0,0,0
ENSG00000227531,0,0,0,0,0,0,0,0
ENSG00000227532,0,0,1,0,0,0,0,0
ENSG00000227533,27,11,53,15,45,36,20,11
ENSG00000227534,0,0,0,0,0,0,0,0
ENSG00000227535,0,0,0,0,0,0,0,0
ENSG00000227536,2,0,4,2,4,4,3,2
ENSG00000227537,0,0,0,0,0,0,0,0
ENSG00000227538,0,0,0,0,0,0,0,0
ENSG00000227540,13,9,17,14,8,17,11,8
ENSG00000227541,0,0,0,0,1,0,0,0
ENSG00000227542,12,3,8,3,8,13,4,5
ENSG00000227543,6,7,13,3,8,12,8,5
ENSG00000227544,25,28,77,61,14,53,44,40
ENSG00000227545,0,0,0,0,0,0,0,0
ENSG00000227547,0,0,0,0,0,0,0,0
ENSG00000227549,0,0,0,0,0,0,0,0
ENSG00000227550,0,0,0,0,0,0,0,0
ENSG00000227551,0,0,0,0,0,0,0,0
ENSG00000227554,0,1,0,0,0,0,0,0
ENSG00000227555,0,0,0,0,0,0,0,0
ENSG00000227556,0,0,0,0,0,0,0,0
ENSG00000227557,0,0,0,0,0,0,0,0
ENSG00000227560,1,0,0,0,0,0,0,0
ENSG00000227562,0,0,0,0,0,0,0,0
ENSG00000227563,0,0,0,0,0,0,0,0
ENSG00000227564,0,0,0,0,0,0,0,0
ENSG00000227568,0,0,0,0,0,0,0,0
ENSG00000227573,0,0,0,0,0,0,0,1
ENSG00000227574,0,0,0,0,0,1,0,0
ENSG00000227578,0,0,0,0,0,0,0,0
ENSG00000227579,0,1,1,0,0,0,1,1
ENSG00000227581,3,5,5,1,3,4,0,2
ENSG00000227582,0,0,0,0,0,0,1,0
ENSG00000227583,0,0,0,0,0,0,0,0
ENSG00000227584,0,0,0,0,0,0,0,0
ENSG00000227585,0,0,0,0,0,0,0,0
ENSG00000227586,0,0,0,0,0,0,0,0
ENSG00000227588,0,0,0,0,0,0,0,0
ENSG00000227589,0,0,0,0,0,0,0,0
ENSG00000227590,0,0,0,0,0,0,0,0
ENSG00000227591,1,0,8,1,10,1,1,4
ENSG00000227592,0,0,0,0,0,0,0,0
ENSG00000227593,0,0,0,0,0,0,0,0
ENSG00000227597,0,0,0,0,0,0,0,0
ENSG00000227598,1,0,1,0,1,0,1,0
ENSG00000227599,0,0,0,0,0,0,0,0
ENSG00000227602,0,0,0,0,0,0,0,0
ENSG00000227604,0,0,0,0,0,0,0,0
ENSG00000227606,0,0,4,3,2,1,4,1
ENSG00000227607,0,0,0,0,0,0,0,0
ENSG00000227609,0,0,0,0,0,0,0,0
ENSG00000227610,0,0,0,0,0,0,0,0
ENSG00000227611,0,0,0,0,0,0,0,0
ENSG00000227613,0,0,0,0,0,0,0,0
ENSG00000227615,574,581,283,156,243,249,232,191
ENSG00000227616,0,0,0,0,0,0,0,0
ENSG00000227617,0,0,0,0,0,0,0,0
ENSG00000227619,3,0,3,1,1,3,0,0
ENSG00000227620,0,0,2,0,1,1,0,1
ENSG00000227621,0,0,0,0,1,1,0,0
ENSG00000227623,0,0,0,0,0,0,0,0
ENSG00000227624,0,0,0,0,0,0,0,0
ENSG00000227625,0,0,0,0,1,0,1,0
